"model","mean_AU1U","mean_kappa","mean_N_IM_sensitivity","mean_N_OM_sensitivity","mean_N_TM_sensitivity","mean_N_S_sensitivity","mean_N_TL_SEC_sensitivity","mean_N_TL_TAT_sensitivity","mean_P_IM_sensitivity","mean_P_TM_sensitivity","mean_P_S_sensitivity"
"Architecture_v8-Sec_0-1_No_filtering",0.903242332429765,0.89402429582732,0.526666666666667,0.553333333333333,0.778656126482213,0.891176470588235,0.585,0.833928571428571,0.983974358974359,0.992715709415159,0.966492450638792
"Architecture_v8-Sec_1-1_Filtering_0.5",0.879715223675773,0.779783694583358,0.443333333333333,0.22,0.765612648221344,0.914705882352941,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Sec_1-1_No_filtering",0.903991996628327,0.897188546985467,0.526666666666667,0.536666666666667,0.787747035573122,0.908823529411765,0.585,0.833928571428571,0.983974358974359,0.992715709415159,0.96411149825784
"Architecture_v8-Sec_1-2_Filtering_0.5",0.876890653033328,0.779777396319493,0.46,0.216666666666667,0.756521739130435,0.920588235294118,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Sec_1-2_No_filtering",0.9008262355333,0.89996031992851,0.56,0.553333333333333,0.78300395256917,0.905882352941176,0.605,0.833928571428571,0.983974358974359,0.992715709415159,0.971254355400697
"Architecture_v8-Sec_1-3_Filtering_0.5",0.880366413127644,0.778122065602093,0.443333333333333,0.236666666666667,0.75197628458498,0.91764705882353,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Sec_1-3_No_filtering",0.903263886121676,0.894560226048594,0.543333333333333,0.536666666666667,0.78300395256917,0.888235294117647,0.585,0.833928571428571,0.976282051282051,0.993522161028062,0.968931475029036
"Architecture_v8-Sec_2-1_Filtering_0.5",0.87667948137854,0.780503085678236,0.476666666666667,0.216666666666667,0.756521739130435,0.920588235294118,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Sec_2-1_No_filtering",0.90113945401462,0.900461331267613,0.56,0.513333333333333,0.783201581027668,0.914705882352941,0.605,0.846428571428571,0.983974358974359,0.992715709415159,0.968873403019744
"Architecture_v8-Sec_2-2_Filtering_0.5",0.879543146323332,0.779243129756179,0.443333333333333,0.22,0.761067193675889,0.917647058823529,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Sec_2-2_No_filtering",0.905476493623918,0.893515233430396,0.56,0.503333333333333,0.774110671936759,0.9,0.585,0.833928571428571,0.976282051282051,0.992715709415159,0.96411149825784
"Architecture_v8-Sec_2-3_Filtering_0.5",0.876740169224441,0.779193939114311,0.46,0.216666666666667,0.75197628458498,0.923529411764706,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Sec_2-3_No_filtering",0.900805508556651,0.89896034587669,0.56,0.553333333333333,0.773913043478261,0.897058823529412,0.605,0.833928571428571,0.983974358974359,0.992715709415159,0.978513356562137
"Architecture_v8-Sec_3-1_Filtering_0.5",0.876609193720929,0.778847870825599,0.46,0.216666666666667,0.756521739130435,0.920588235294118,0.585,0.644642857142857,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Sec_3-1_No_filtering",0.901098167758024,0.896776611493653,0.56,0.5,0.783201581027668,0.9,0.605,0.846428571428571,0.976282051282051,0.992715709415159,0.968873403019744
"Architecture_v8-Tat_0-1_Filtering_0.5",0.87237812924664,0.768920281657247,0.443333333333333,0.22,0.747430830039526,0.894117647058824,0.695,0.455357142857143,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Tat_0-1_No_filtering",0.888724737578006,0.880930386749182,0.543333333333333,0.536666666666667,0.76501976284585,0.88235294117647,0.675,0.541071428571429,0.983974358974359,0.992715709415159,0.968931475029036
"Architecture_v8-Tat_1-1_Filtering_0.5",0.87329968775096,0.768934251624193,0.443333333333333,0.22,0.756521739130435,0.888235294117647,0.695,0.442857142857143,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Tat_1-1_No_filtering",0.889185773192799,0.885287851117711,0.526666666666667,0.536666666666667,0.783201581027668,0.9,0.675,0.553571428571429,0.983974358974359,0.992715709415159,0.96411149825784
"Architecture_v8-Tat_1-2_Filtering_0.5",0.870670641438303,0.767835881527877,0.46,0.216666666666667,0.747430830039526,0.891176470588235,0.695,0.441071428571429,0.983974358974359,0.991102806189352,0.97137049941928
"Architecture_v8-Tat_1-2_No_filtering",0.886092945120891,0.88469614876703,0.56,0.536666666666667,0.773715415019763,0.888235294117647,0.675,0.528571428571429,0.983974358974359,0.992715709415159,0.976074332171893
"Architecture_v8-Tat_1-3_Filtering_0.5",0.871311352987302,0.767841597158206,0.443333333333333,0.236666666666667,0.742885375494071,0.888235294117647,0.695,0.455357142857143,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Tat_1-3_No_filtering",0.888475033129453,0.883122042844921,0.56,0.536666666666667,0.774110671936759,0.879411764705882,0.675,0.553571428571429,0.976282051282051,0.992715709415159,0.973809523809524
"Architecture_v8-Tat_2-1_Filtering_0.5",0.870399315070701,0.768352234192682,0.46,0.216666666666667,0.75197628458498,0.894117647058823,0.695,0.428571428571429,0.983974358974359,0.991102806189352,0.97137049941928
"Architecture_v8-Tat_2-1_No_filtering",0.886780567997779,0.886850459721469,0.56,0.513333333333333,0.787549407114625,0.894117647058823,0.695,0.553571428571429,0.983974358974359,0.992715709415159,0.968873403019744
"Architecture_v8-Tat_2-2_Filtering_0.5",0.872781199340154,0.768393859251639,0.443333333333333,0.22,0.756521739130435,0.885294117647059,0.695,0.442857142857143,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Tat_2-2_No_filtering",0.889338302481702,0.882090729907802,0.56,0.503333333333333,0.774308300395257,0.888235294117647,0.675,0.566071428571429,0.976282051282051,0.992715709415159,0.96411149825784
"Architecture_v8-Tat_2-3_Filtering_0.5",0.869514107008447,0.769448407737891,0.46,0.216666666666667,0.75197628458498,0.891176470588235,0.695,0.441071428571429,0.983974358974359,0.991909257802256,0.973751451800232
"Architecture_v8-Tat_2-3_No_filtering",0.885344063447693,0.887525126534029,0.56,0.536666666666667,0.78300395256917,0.885294117647059,0.675,0.553571428571429,0.983974358974359,0.992715709415159,0.980952380952381
"Architecture_v8-Tat_3-1_Filtering_0.5",0.869548967616192,0.769640892287977,0.476666666666667,0.216666666666667,0.756521739130435,0.894117647058823,0.695,0.428571428571429,0.983974358974359,0.991909257802256,0.97137049941928
"Architecture_v8-Tat_3-1_No_filtering",0.885660887822804,0.883647074767791,0.543333333333333,0.48,0.778853754940712,0.891176470588235,0.675,0.578571428571429,0.976282051282051,0.992715709415159,0.968873403019744
